filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2025-01-14,277A0,2025-05-31,2,3874000000,,,,,,1428000000,,1405000000,,,879000000,,168.53,161.33,,,,,6763000000,4984000000,0.720,,4870000000,,,,,,,,,,,,true,false,6,2024-06-01,2024-11-30,0
2025-01-14,277A0,2025-05-31,2,7612000000,0.823,,,,,2184000000,4.910,2187000000,4.775,,1401000000,,255.59,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-06-01,2025-05-31,0
2025-01-14,277A0,2024-05-31,2,,,,,,,,,,,,,,,,,,,,2593000000,1551000000,0.575,,1490000000,,,,,,,,,,,,true,false,12,2023-06-01,2024-05-31,-1
2025-01-14,277A0,2024-05-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,5215600,,,false,false,12,2023-06-01,2024-05-31,-1
2025-01-14,277A0,2025-05-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-06-01,2025-05-31,0
2025-01-14,277A0,2025-05-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-06-01,2025-05-31,0
2025-01-14,277A0,2025-05-31,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5745600,,5221392,false,false,6,2024-06-01,2024-11-30,0
2025-04-14,277A0,2025-05-31,3,5953000000,,,,,,2118000000,,2105000000,,,1226000000,,45.48,42.43,,,,,7520000000,5333000000,0.693,,5214000000,,,,,,,,,,,,true,false,9,2024-06-01,2025-02-28,0
2025-04-14,277A0,2025-05-31,3,8150000000,0.952,,,,,2600000000,6.034,2587000000,5.829,,1500000000,,54.72,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-06-01,2025-05-31,0
2025-04-14,277A0,2024-05-31,3,,,,,,,,,,,,,,,,,,,,2593000000,1551000000,0.575,,1490000000,,,,,,,,,,,,true,false,12,2023-06-01,2024-05-31,-1
2025-04-14,277A0,2024-05-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,26078000,,,false,false,12,2023-06-01,2024-05-31,-1
2025-04-14,277A0,2025-05-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-06-01,2025-05-31,0
2025-04-14,277A0,2025-05-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,true,12,2024-06-01,2025-05-31,0
2025-04-14,277A0,2025-05-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28728000,,26971040,false,false,9,2024-06-01,2025-02-28,0
