filing_date,code,fiscal_year_end,quarterly_period,net_sales,net_sales_change,revenue,revenue_change,operating_revenue,operating_revenue_change,operating_profit,operating_profit_change,ordinary_profit,ordinary_profit_change,net_income,net_income_of_parent,net_income_change,eps,diluted_eps,roe,roa,operating_profit_to_net_sales,operating_profit_to_revenue,total_assets,net_assets,equity_ratio,bps,owner_equity,operating_cash_flow,investing_cash_flow,financing_cash_flow,cash,dividend_per_share,payout_ratio,commemorative_dividend,extra_dividend,number_of_shares,number_of_treqsury_shares,avg_number_of_shares,is_consolidated,is_forecast,duration,period_start,period_end,period_pos
2025-02-12,297A,2025-03-31,3,,,,,78964000000,0.043,3253000000,0.344,2985000000,0.370,,2176000000,,36.02,,,,,,61177000000,14393000000,0.235,161.82,14393000000,,,,,,,,,,,,true,false,9,2024-04-01,2024-12-31,0
2025-02-12,297A,2024-03-31,3,,,,,75716000000,0.078,2419000000,3.440,2179000000,2.729,,1606000000,,26.80,,,,,,,,,,,,,,,,,,,,,,true,false,9,2023-04-01,2023-12-31,-1
2025-02-12,297A,2025-03-31,3,,,,,102300000000,0.027,2900000000,0.184,2500000000,0.178,,1700000000,,26.05,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-04-01,2025-03-31,0
2025-02-12,297A,2024-03-31,3,,,,,,,,,,,,,,,,,,,,57570000000,10533000000,0.183,126.26,10533000000,,,,,,,,,,,,true,false,12,2023-04-01,2024-03-31,-1
2025-02-12,297A,2024-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,60113460,,,false,false,12,2023-04-01,2024-03-31,-1
2025-02-12,297A,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-04-01,2025-03-31,0
2025-02-12,297A,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,false,true,12,2024-04-01,2025-03-31,0
2025-02-12,297A,2025-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71113460,26,60433459,false,false,9,2024-04-01,2024-12-31,0
2025-02-12,297A,2024-03-31,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59928460,false,false,9,2023-04-01,2023-12-31,-1
,297A0,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,false,true,12,2024-04-01,2025-03-31,0
,297A0,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00,,,,,,,false,false,12,2024-04-01,2025-03-31,0
,297A0,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,,,,false,false,12,2023-04-01,2024-03-31,-1
2025-05-09,297A0,2025-03-31,,,,,,103836000000,0.015,3412000000,0.177,3060000000,0.224,,2292000000,,35.43,,,,,,,,,,,,,,,,,,,,,,true,true,12,2024-04-01,2025-03-31,0
2025-05-09,297A0,2024-03-31,,,,,,99620000000,,2448000000,,2123000000,,,904000000,,14.12,,,,,,,,,,,,,,,,,,,,,,true,false,12,2023-04-01,2024-03-31,-1
2025-05-14,297A,2025-03-31,,,,,,103836000000,0.042,3412000000,0.394,3060000000,0.441,,2292000000,,35.43,,0.183,0.053,,,58346000000,14518000000,0.249,162.76,14518000000,2503000000,-1955000000,181000000,6151000000,,0.141,,,,,,true,false,12,2024-04-01,2025-03-31,0
2025-05-14,297A,2024-03-31,,,,,,99620000000,0.075,2448000000,3.490,2123000000,3.024,,904000000,,14.12,,0.086,0.038,,,57570000000,10533000000,0.183,126.26,10533000000,10327000000,-3062000000,-4530000000,5422000000,,0.213,,,,,,true,false,12,2023-04-01,2024-03-31,-1
2025-05-14,297A,2026-03-31,,,,,,53100000000,0.016,2300000000,-0.051,2000000000,-0.107,,1200000000,,16.87,,,,,,,,,,,,,,,,,,,,,,true,true,6,2025-04-01,2025-09-30,1
2025-05-14,297A,2026-03-31,,,,,,105500000000,0.016,3100000000,-0.092,2600000000,-0.150,,1500000000,,20.28,,,,,,,,,,,,,,,,0.247,,,,,,true,true,12,2025-04-01,2026-03-31,1
2025-05-14,297A,2024-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.00,,,,60113460,,59954744,false,false,12,2023-04-01,2024-03-31,-1
2025-05-14,297A,2025-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,71113460,191,63066847,false,false,12,2024-04-01,2025-03-31,0
2025-05-14,297A,2026-03-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.00,,,,,,,false,true,12,2025-04-01,2026-03-31,1
